category,text
rec.sport.baseball,"
[...]


According to the Defensive Average stats posted by Sherri, Baerga had the
highest percentage of DPs turned in the league, while Alomar had the worst.
However, Alomar had a higher Defensive Average.  So who would be better?

Using Alomar's opportunities (469 groundballs, 73 possible double plays)
Alomar had 332 groundouts and turned 18 DPs.
Baerga would have had (with same DA & DP%) 328 groundouts and 35 DPs.

Using Baerga's opportunites (545 groundballs, 99 possible double plays).
Alomar would have had (with the same DA & DP%) 386 groundouts and 25 DPs.
Baerga had 381 groundouts and 47 DPs.

Baerga looks better, though it's possible his DP% would be lower with a 
different SS.

Will Baerga consistently turn twice as many double plays, however?  Alomar
has established a high level of defense, Baerga has not.  I would bet on
Alomar to be better next year, but last year Baerga was just as good overall.
-- 
Dale J. Stephenson |*| (steph@cs.uiuc.edu) |*| Grad Student At Large"
rec.sport.baseball,"Ladies and gentleman,

	Step one was taken on the Phils' triumphant trip this year tonight!

			(Yes, that was English!)

	Mulholland's ERA after tonight's game? 0.00...nice try Drabek!



"
rec.sport.baseball,"




I'm not sure I understand this question. When the IF rule is invoked,
the batter is automatically out. This relieves the runners from being
forced to advance to the next base if the ball is not caught. Other
than that, isn't it just the same as any situation in which a runner on
a base is not forced to the next base on a dropped fly ball? That is,
if the ball is caught he can tag up and run (or decide to stay), and
if the ball is dropped he can have left the base at any time.
"
rec.sport.baseball,"

It depends.  If you can get your old veterans cheap, and if they can perform
at a higher level than your young talent can *now*, why not the talent 
develop in the minors while giving the fans some familiar names to cheer.
If the veterans are gone in a year or two -- that should be just about right.


Open question -- which was more important to the expansion clubs, the expansion
draft or the regular draft.  (They've had one of each, I think.)
-- 
Dale J. Stephenson |*| (steph@cs.uiuc.edu) |*| Baseball fanatic"
rec.sport.baseball,"
Wow.  ESPN can repeat eleven-year-old Bill James research.  (Literally.
Check the 1982 Abstract.)  


Perhaps in 2004 they'll be as reliable as an average SDCN.


Oops, maybe not."
rec.sport.baseball,"Does anyone know if the Dick Estelle who does the Radio Reader on NPR is one in
the same with the lefty who pitched briefly for the Jints in '64 & '65?

Just curious.

--->Paul, spending too much time reading the baseball encyclopedia
--------------------------------------------------------------------------------
           We will stretch no farm animal beyond its natural length

  paula@koufax.cv.hp.com   Paul Andresen  Hewlett-Packard  (503)-750-3511"
rec.sport.baseball,"


Not the first.  RFK, olim DC Stadium, was built 2 years earlier.
Nowadays they don't move the seats back for the few exhibition
games; but the 3rd-base/LF lower deck used to move.  It was all 
metal, which was pretty noisy on Bat Day.


It's vastly better than it was before they fixed it, though.  Back in
the late 70's it was a *dump*."
rec.sport.baseball,"Since I was the one responsible for these divergent threads of
approx. 40+ posts (going back to: The Braves could be better off
if an injury happens), I may as well inject a little more
fuel to the flame!

1)  Back at the beginning of Spring Training, I though
Lopez would make the squad easily.  Olson was still
recovering from his late-season injury (knee, I believe),
and there were questions as to whether he would be
able to play before June.  And then Berryhill was dinged up.

I was looking forward to this, because I believe that Lopez
can hit AND field the position.  Before last season, he was
the Braves ""Defensive Catcher"" prospect, while Brian Deak was
the Braves ""Offensive Catcher"" prospect.  Besides, Olson
and Berryhill couldn't hit their way out of a wet cardboard
box, and don't walk enough to be useful.

But Olson recovered quickly, Berryhill recovered, and the Braves went
with the two vets.  I still say that if one of those two had been down
at the start of the season, he wouldn't have gotten his job back.

2)  There is a certain logic to keeping Olson and Berryhill around.
After all, ML catchers are in short supply and suffer from wear and
tear.  There are teams out there without ONE average ML catcher
(California and Seattle come to mind).  Certainly, trying to
move Olson or Berryhill through waivers would be unlikely to work.
Plus, you'd have to eat that salary, which isn't huge, but isn't
tiddleywinks either (I think Olson's at about $800,000, Berryhill
at $450,000, but that's only what I recall).

3)  Yes, I think arbitration-eligibility may have a role to
play in this also.  What is it, that 5/6 of the 2+year players
aren't eligible for arbitration?   Only the 1/6 that were on the roster
the longest are eligible?  Of course, the system may change,
but the extent of that change is not yet known.  From a business
standpoint, it may make sense to keep Lopez down until June/the
first time Olson/Berryhill go on the DL.

4)  I am still disappointed that Lopez isn't on the team.
I still prefer to think of myself as a fan when it comes to the Braves,
and the truth is that I'd rather see our best team on the field,
which, IMO, includes Lopez.

Of course,today we play the Cubs.  Hopefully, we won't need him. ;)

As for the Schuerholz/Cox conversation, I imagine it went
like this:  (Remember, they've BOTH been GM's)
(the following is not meant to be read by the humor-impaired)

Cox:  OK, we've sent Jones down.  His fielding could be a
little smoother.  Besides, Blauser can hit OK and his fielding
is better than it used to be.

Schuerholz:  Well, we'll have to send Nieves down too.  Deion
just won't sign that baseball only contract.  We can't count
on him in October, so we have to keep Nixon around for the
defense.  Besides, Gorman's not ready to give up on
Billy Hatcher yet.  Once Hatcher's gone AND Deion signs,
we can move Nixon for Frankie Rodriguez.  That ought to
give us some pitching depth in 1995.

Cox:  Yep, that'll be nice.  Too bad Deion won't sign.
OK, I'll look for Nieves when Justice starts having
Berry-Berry...er, back problems again.  Now, what about
Klesko?

Schuerholz:  Well, we've still got to fork out another 1.5 mil
for Bream.  If we keep Klesko, we either lose the money
or Cabrera.  I keep dangling Sid in front of Dal Maxwell,
but somehow he doesn't seem to be the same GM.  First
Jeffries for Jose, and now Whiten for Clark!  If he
gets rid of Brian Jordan, then I'd HAVE to believe that he
and Whitey Herzog switched bodies at the Winter Meetings!

Cox:  OK, keep trying on Bream, and I'll wait til the trading
deadline for my Hunter/Klesko platoon.  Maybe I can get a few
extra at-bats for Cabrera while we wait.  Try California...
if Snow starts slowly, maybe WhiteyDal will bite on Sid.
And if that doesn't work, then perhaps Sid's knees
could be ""persuaded"" to act up.  There's always the
15-day DL!  Mwa-ha-ha-ha-ha!

Schuerholz:  What about Caraballo?

Cox:  Well, he's not that much better than Lemke.  Maybe if he starts
in Richmond, he'll start walking more.  Besides, if he's going to be
arbitration-eligible, better to stretch him out so that we actually
get some value from him before he makes the big bucks.

Schuerholz:  Now, let's see.  That leaves Lopez.

Cox:  NOOOOO!  I gotta keep Lopez!  Sure, I didn't think Olson
would recover this quickly.  Maybe I can talk Caminiti into
running into him again?

Schuerholz:  Nope, Lopez has gotta go.  You know that he'll get
$3 million in arbitration.  May as well put it off that one
extra year.  Besides, until Olson's shown his stuff a little
bit, I can't trade him.  Besides, Berryhill's a left-handed
hitter.  You know how rare that is?

Cox:  Don't you mean a left-handed whiffer?  Pretty common,
if you ask me.  I mean, he made Pat Borders look good in
the World Series.  PAT BORDERS!!!

Schuerholz:  Hey, you're the one who wouldn't write Lopez
into the lineup.

Cox:  Well, you're the one who went out and got me Jeff
Reardon!  Besides, I thought Lopez wouldn't be used
to our pitching staff's stuff.  He got some time with
them this spring...looked pretty good.  Come on, surely
we only need to keep one stiff behind the plate?

Schuerholz:  Yeah, but which stiff?  Whichever one we keep
will be hurt by May.

Cox:  OK, OK, you made your point.  Keep them both.  Surely
one of them will be on the DL by June at the latest.  Then I
can call up Lopez, and then we can win 110 games!  The Pennant!
THE WORLD SERIES!  I'll be up there with John McGraw!  Casey
Stengel!  Earl Weaver!  Oh, they laughed at me in Toronto,
but have you ever had to deal with George Bell?  I'll finally
get my just reward!  Mwa-ha-ha-ha!

Schuerholz:  Easy, Bobby.  Have you been taking those
""happy pills"" left around by Chuck Tanner?  Why'd you
ever hire that guy anyhow?

Cox:  Don't ask me; ask Ted.

-------------------------------------------------------
Eric Roush		fierkelab@	bchm.biochem.duke.edu
""I am a Marxist, of the Groucho sort""
Grafitti, Paris, 1968

TANSTAAFL! (although the Internet comes close.)"
rec.sport.baseball,"Bo Bilinsky?


"
rec.sport.baseball,"Does anyone have the scoop on Scot Erickson?  How long is he going to be
out for?

"
rec.sport.baseball,
rec.sport.baseball,"Could somebody please tell me if there is a Dodgers newsletter on the Net,
and if so how to subscribe?  Thanks,
Joel
"
rec.sport.baseball,"
This is true, but the main thing the commish i.e. Selig needs to do
is to suspend Bobby Cox.  You *cannot* allow a team to come out at
the ump as the Braves did.  I usually rip umps, but in this case,
the players were dead wrong.  Cox should go for 5 games.  If I
had ever umped a game where that happened, I'd have ejected every
player that came out.  Only Cox and Gant would have been spared, and
then Cox would have gone in the ensuing argument."
rec.sport.baseball,"Amazingly, pitchers, no matter how good their mechanics, are
not machines.  Cy Young winners don't pitch in a vaccuum, unaware
of how their offenses are doing.

	The Braves' pitching staff is already showing signs of
cracking under the strain of knowing they're not going to get many
(if any) runs.  Unfortunately, the Braves' pitchers were so bad for so
long that the organization put so much stress (and I mean *stress*)
on pitching that they completely ignored hitting.

	The Braves right now are looking woefully similar to the Braves of
the mid-seventies.  Heaven help us.
 "
rec.sport.baseball,"
The New York talk shows are just awful in this regard.  People are constantly
calling WFAN and WABC with (stuff like) ""I was thinking, why don't the Yankees
trade Kaminicki and Silvestri to Seattle for Ken Griffey Jr and Randy Johnson,
that would really help the team""  or ""Do you think the Yankees can get Roger 
Clemens?"".  The show hosts are pretty good about handling these guys, but it's
still annoying.

The best one was at the end of one show, a caller started out with ""I was 
thinking, why don't the Yankees trade for..."" and then the host hung up on
him.  I cheered!"
rec.sport.baseball,"Could some kind soul out there e-mail me the 411 on where I can find the mlb.c  
program?  I'm interested in some road trips this year....
"
rec.sport.baseball,"
I should be so lucky: the account number must have been rejected! :-)


To be accurate, it is ""Big Bang Ben"" MacDonald.


I hope not.  To think that I would inadvertantly give any pleasure to
Mulroney _really_ ruins my day.  PS: Matthew Wall: a marvellous ending
to the section on the Expos.

or VINCE@VAXI.SSCL.UWO.CA; please identify any messages with the
subject line BBDDD


Realizing the taterific importance of this work, John Palmer and I
concluded that we might be able to pool some resources. I have not yet
gone through the archives that Jonathan sent to me; when I do, I will
send out an ""official"" introduction to the Deep Drive Derby.

However, I wonder if we need to rename the project, now that the
principal investigator and research archive have changed. Send your
suggestions for a rename of the study to me, at the address given
above.

And, just think:  it's opening day.  Soon, the balls will be flying
out (no, get your minds out of the gutter) of the ball parks, and
helpless bystanders will be injured by balls reentering the
atmosphere. (and you thought that meteorite showers were made of
rocks!)

Who will be the stars this year? Can anyone hope to combat Brad
Arnsberg's record start to last year?

The season is young, the balls newly rubbed in mud, the hot dogs
starting to boil for the rest of the year. Play ball (and take cover).

And may all your sliders hang."
rec.sport.baseball,
rec.sport.baseball,"
     The Giants always hit Maddux well, but it was interesting that Maddux
did not pitch around Bonds to get to Clayton last night.  He threw 2 straight
fastballs over the plate to Bonds in the 1st last night, got away with the
first one, but Bonds hit the second one out of the park.  Then in the 3rd,
when Clark was at third base with one out, Maddux did not intentionally
walk Bonds, and Bonds dropped a single to left-center.

     The Braves announcers pointed out that McGee as a leadoff hitter has
not scored a run yet.  He will always hit around .300, but I'm concerning
about his on-base percentage.  The key in the lineup is Matt Williams, he
has to stay hot so that Bonds can hit with runners on base.



     The pitching gets a set back as Bud Black is placed on the DL.  Burba
has done a superb job filling in so far, he looks like a different pitcher
from last year.  However, Swift is terrible in both of his starts.  With
Burba moving into the rotation, Mike Jackson is the only right-handed
reliever aside from Rod Beck, he'll get a lot of actions.  I also hope that
Dusty can manage his bullpen better than Roger Craig, especially on Beck.
I was concerned when Beck was used for 3 straight days earlier this week.



     So far so good!
"
rec.sport.baseball,"Darryl Strawberry's moon shots were fun!  He can hit those high and far
home runs that if he actually ran them out he'd be rounding second base
by the time they landed.  We used to say that he should have to file a
flight plan at LaGuardia for some of them.  Then _Bull_Durham_ came out
and that was changed.  :-)

On homers he pulled that didn't go high, they were microwave home runs.
Microwave, as in they got outta there in a hurry!  In a game in 1988, he
came off the bench with the flu and on the second pitch send a rocket
down the right field line that didn't even allow Bob Murphy the ""luxury""
of a home run call.  The story went he stayed in the clubhouse, the with
the Mets down by two and two on Davey Johnson sent for him to pinch hit.
He came out of the clubhouse saying ""one swing and we go home.""  He hit
the homer, ran the bases, then went straight for the clubhouse to shower
and go home.

Those were the days...."
rec.sport.baseball," Farr's ERA is in the
"
rec.sport.baseball,"MLB Standings and Scores for Satruday, April 17th, 1993
	                   (including yesterday's games)

NATIONAL WEST	      Won  Lost   Pct.    GB   Last 10  Streak    Home   Road
San Francisco Giants   07   04    .636    --     6-4     Won 2   04-01  03-03
Houston Astros         06   04    .600   0.5     6-4     Won 1   01-03  05-01
Atlanta Braves         06   06    .500   1.5     5-5    Lost 3   04-03  03-02
Los Angeles Dodgers    04   07    .364   3.0     4-6     Won 1   01-03  03-04
Colorado Rockies       03   06    .333   3.0     3-6    Lost 1   03-03  00-03
San Diego Padres       03   07    .300   3.5     3-7     Won 1   01-04  02-03
Cincinnati Reds        02   08    .200   4.5     2-8    Lost 4   01-03  01-05

NATIONAL EAST
Philadelphia Phillies  08   02    .800    --     8-2    Lost 1   05-01  03-01
Pittsburgh Pirates     07   03    .700   1.0     7-3    Lost 1   03-02  04-01
St. Louis Cardinals    07   03    .700   1.0     7-3    Lost 1   04-02  03-01
New York Mets          05   04    .556   2.5     5-4     Won 1   02-03  03-01
Chicago Cubs           05   05    .500   3.0     5-5     Won 2   02-02  03-03
Montreal Expos         05   05    .500   3.0     5-5     Won 2   02-02  03-03
Florida Marlins        03   07    .300   5.0     3-7    Lost 1   02-04  01-03


AMERICAN WEST         Won  Lost   Pct.    GB   Last 10  Streak    Home   Road
Texas Rangers          06   03    .667    --     6-3    Lost 2   04-02  02-01
California Angels      05   03    .625   0.5     5-3    Lost 1   03-02  02-01
Chicago White Sox      05   04    .556   1.0     5-4     Won 2   02-03  03-01
Minnesota Twins        05   04    .556   1.0     5-4     Won 1   02-02  03-02
Oakland Athletics      04   04    .500   1.5     4-4    Lost 2   04-02  00-02
Seattle Mariners       04   05    .444   2.0     4-5    Lost 2   03-02  01-03
Kansas City Royals     02   08    .200   4.5     2-8    Lost 1   01-05  01-03

AMERICAN EAST
Boston Red Sox         07   03    .700    --     7-3    Lost 1   03-01  04-02
New York Yankees       06   04    .600   1.0     6-4     Won 1   03-01  03-03
Detroit Tigers         05   04    .556   1.5     5-4     Won 3   03-00  02-04
Toronto Blue Jays      05   04    .556   1.5     5-4    Lost 1   04-02  01-02
Cleveland Indians      04   06    .400   3.0     4-6     Won 1   03-01  01-05
Baltimore Orioles      03   06    .333   3.5     3-6     Won 2   01-02  02-04
Milwaukee Brewers      02   05    .286   3.5     2-5    Lost 4   00-02  02-03


			     YESTERDAY'S SCORES
                  (IDLE teams listed in alphabetical order)

NATIONAL LEAGUE				AMERICAN LEAGUE

New York Mets		3		Chicago White Sox	9
Cincinnati Reds		1		Boston Red Sox		4

Florida Marlins		3		California Angels	1
Houston Astros		9		Baltimore Orioles	4

Philadelphia Phillies	1		Kansas City Royals	3
Chicago Cubs		3		Minnesota Twins		4 (10)

Colorado Rockies	2		Seattle Mariners	0
Montreal Expos		3		Detroit Tigers		5

Pittsburgh Pirates	4		Toronto Blue Jays	1
Los Angeles Dodgers	7		Cleveland Indians      13

Atlanta Braves		0		Texas Rangers		3
San Francisco Giants	1		New York Yankees	5

St. Louis Cardinals	1		Oakland Athletics     PPD
San Diego Padres	5		Milwaukee Brewers    RAIN
-- 
-------------------------------------------------------------------------------
Joseph Hernandez          |    RAMS  | |    /.\  ******* _|_|_  / |   LAKERS
jtchern@ocf.Berkeley.EDU  |   KINGS  | |__ |   | DODGERS _|_|_  | |   RAIDERS
jtcent@soda.Berkeley.EDU  |  ANGELS  |____||_|_| *******  | |  |___|  CLIPPERS"
rec.sport.baseball,"Hello All,

I'd like to learn how to keep score when I watch ball
games using official scoring methods. Where can I get
scoresheets and instructions on how to use them?

I appreciate it,

Mike"
rec.sport.baseball,"
Walt Weiss tripled just barely inside the right field line and into the
corner, driving in Santiago and Conine.  These were the first two
RBIs.  The third came later when Weiss was knocked in.
"
rec.sport.baseball,"
  Ah, so you finally found a use for that super slo-mo and frame advance
other than scrutinizing ""Sorority Babes in Heat"". Congrats! 


  Trust me, you'd have a helluva time manipulating them. Besides, if you
converted the film to video you'd have all kinds of artifacts because of the
difference in frame rate (unless you're an expert at doing 3/2 pulldown for
a laserdisc company or something). 


  Hey, no fair! What about 'Fettucine' Alfredo Griffin? The guy practically
has to pivot the bat around along with his body. 


  Daulton doesn't strike me as all that strange. He's a little bit quiet at 
the plate but, like Franco, gets the bat through the hitting zone on a level
plane. The first time I watched Julio Franco, I didn't think *anyone* could
hit like that. Now I marvel at how easy he makes it look; every time he makes
contact, it's *solid*. He's got good power to all fields and rarely is he
caught not ready for a pitch. 

  I wonder if Phil Plantier had a severe bout with hemorrhoids and had to
practice his swing while 'on the throne'? :-) Sure looks like it :-) 

  How 'bout one to add to your list: Travis Fryman? The guy plants his front
foot and seems to swing *across* his body. He generates a lot of power, but
I keep thinking he could generate even more if he could get a better pivot
out of his hips. 


  Well, they're already spoken for (by several people), but .. 

  I'd add Robbie Alomar's name to the list, among others. I really like Dean
Palmer's swing, for some twisted reason, as well as Pedro Munoz's swing. 


  A thought about May: It looks like they've taught him to turn on the ball.
IMHO, he's going to fall in love with his newfound power and start pulling
off the ball to the point that he's going to see *lots* of sinkers/sliders
low and away. Unless he adjusts quickly and starts rifling doubles to left 
and left-center, IMHO you're going to see a good number of weak grounders to 
the right side of the infield in the next month. 
"
rec.sport.baseball,"
It's always possible, but if this is the case, I think that there is some
blatant discrimination going on here. Clearly Selig is allowing the opposition
to use pre-1920 baseballs against the Dodgers.
   

And almost more impressive was that he also got an intentional walk.
--------------------------------------------------------------------------------
           We will stretch no farm animal beyond its natural length

  paula@koufax.cv.hp.com   Paul Andresen  Hewlett-Packard  (503)-750-3511"
rec.sport.baseball,"
  The same Bill James? Why do you say that? It sounds like you're suggesting 
Bill James had something to do with overhyping the kid to death. Au contraire;
he was fairly critical of him after his ROY campaign, noting that he wasn't
all-world as a catcher or a hitter. He called him basically average when
everyone *else* in the media was predicting the next Johnny Bench or Roy
Campanella. 


  Which reports are those? 


  I like Hernandez a lot, but if Piazza can catch the ball, you've gotta play
him IMHO. He's a much better hitter, although Hernandez isn't a *bad* hitter.
Right now, it sounds like Piazza will catch most of the time and Hernandez
will be Candiotti's caddy since he can catch the knuckler. As long as they
play up to their abilities, the Dodgers could have a very good catching
tandem.  


  I think both are overrated defensively (see Nichols' Law of catcher
defense), but that's something that's difficult to prove or disprove from
your viewpoint or mine. About the only tangible thing we can look at is
opponent's SB%, and that's clouded by how well your pitchers hold runners.
Catchers ERA is a possibility, but it's subject to way too many biases. 

  As for them 'playing on a team that is not so much in need of another big
bat', I disagree here too. About the only chink in the Braves' armor is that
they're weak offensively at several positions (CF, C, 2B, SS if Belliard
plays, 1B unless Bream and Hunter form another super-platoon) and very weak 
defensively if Blauser plays. I'd like to see the Braves give at least one of
Mel Nieves, Javy Lopez or Chipper Jones a shot, but much like the talent-rich
Jays of recent years they'll be conservative and stick with what they have. 
I'm not saying that's wrong, just conservative. 
 "
talk.politics.mideast,"12/12 Armenian Atrocities 

   MOSCOW (AP) -- Azerbaijani forces on Saturday retook
three villages seized by Armenians and discovered 16 bodies
of executed civilians, Azerbaijani reports said.
   The Azerbaijani fighters found 16 bodies of civilians,
including those of a child and two elderly women who were
shot point-blank, ""and survivors were killed by a shot to
the back of the head,"" said a ministry statement, carried by
the Azerbaijani Azerinform and Turan news agencies and the
ITAR-Tass news service.
   ""Everywhere Armenian occupants were, they left tens of
corpses of civilians shot to death point-blank and
mutilated,"" the... 

Serdar Argic"
talk.politics.mideast,"                                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Your ignorance is obvious from your posting. 

1) Cyprus was an INDEPENDENT country with Turkish/Greek inhabitants (NOT a 
   Greek island like your ignorant posting claims)

2) The name should be Cyprus (in English)

next time read and learn before you post. "
talk.politics.mideast,"   ^^^^^^^^^^^^^^^^^^

O.K., its my turn:

       DRIVING THE JEWS INTO THE SEA ?!

I am sick and tired of this 'DRIVING THE JEWS INTO THE SEA' sentance attributed
to Islamic movements and the PLO; it simply can't be proven as part of their
plan !

(Pro Israeli activists repeat it like parrots without checking its authenticity
since it was coined by Bnai Brith)

What Hamas and Islamic Jihad believe in, as far as I can get from the Arab media,
is an Islamic state that protects the rights of all its inhabitants under Koranic
Law. This would be a reversal of the 1948 situation in which the Jews in
Palestine took control of the land and its (mostly Muslim) inhabitants.

However, whoever committed crimes against humanity (torture, blowing up their
homes, murders,...) must be treated and tried as a war criminal. The political
thought of these movements shows that a freedom of choice will be given to the
Jews in living under the new law or leaving to the destintion of their choice.

As for the PLO, I am at a loss to explain what is going inside Arafat's mind.

Although their political thinking seems far fetched with Israel acting as a true
super-power in the region, the Islamic movements are using the same weapon the
Jews used to establish their state : Religion.
"
talk.politics.mideast,"



Just to address this one point, what about the two Katyusha rocket 
attacks made within Lebanon, for which Fatah claimed responsibility.
I didn't realize that one can use Katyushas while onr is disarmed.
Also, Page 8 of today's New York Times, Faisal Saleh, a high ranking 
Fatah official, and his 9 month old son were gunned down in Beirut 
by members of Abu Nidal.  There have been 46 assasination attempts 
in 1993 alone in the fued between these two factions, resulting in
11 deaths."
talk.politics.mideast,"
Of course posting some hard evidence or facts is much more
difficult.  You have not bothered to substantiate this in
any way.  Basil, do you know of any evidence that would support
this?

I can just imagine a news report from ancient times, if Hasan
had been writing it.

Newsflash:
Cairo AP (Ancient Press).  Israel today denied Egypt acces to the Red
Sea.  In a typical display of Israelite agressiveness, the leader of
the Israelite slave revolt, former prince Moses, parted the Red Sea.
The action is estimated to have caused irreparable damage to the environment.
Egyptian authorities have said that thousands of fisherman have been
denied their livelihood by the parted waters.  Pharaoh's brave charioteers
were successful in their glorious attempt to cause the waters of the
Red Sea to return to their normal state.  Unfortunately they suffered
heavy casualties while doing so.

"
